	text_A	label
3985	After an argument with a friend of mine.	guilt
3986	A friend of mine told me that I had passed the entrance exam to á the university.	joy
3987	Before taking an exam.	fear
3988	My family told me to leave if I was not willing to accept the á conditions they imposed on me.	anger
3989	A friend of mine called me when I was not at home.  I phoned her á back to know what she wanted and she told me that she had dialled á the wrong number.	sadness
3993	When my brother was born.	joy
3995	Once I saw some children hunting a cat to death.	anger
3996	The death of a friend.	sadness
3997	When I saw a scene on T.V where a castration was shown.	disgust
3998	Once I answered my father rudely.	shame
4000	When I saw that I had passed the university entrance exam.  It á made me forget all my problems.	joy
4001	When I was ten I got shut in the school with a friend.  I had to á jump out of a window and cross a beam 10 metres high.	fear
4003	When I learnt that a boy I liked had been with a girl for three á years.	sadness
4005	When I realized that I had a hole in my trousers after having gone á for a walk.	shame
4006	When I had an argument with my grandfather the day my younger á brother was born.	guilt
4007	When I saw my 16 year old sister at home after having waited for á her all night, not knowing where she was.	joy
4008	While I was waiting for them to give me the marks of the most á difficult subject this year.	fear
4009	I had an argument with my mother because I criticized the rules á she imposes at home, which are too rigid and arbitrary for me.	anger
4011	On seeing a scene of an accident in a magazine.	disgust
4012	A few days back I had to ask a professor a ridiculous question á because I had lost at a game of cards and had to pay a forfeit.	shame
4014	After several days delay in my girlfriend's menstration I was á very glad to see that the pregnancy test was negative.	joy
4016	I felt angry when I saw on T.V the last slaughter of negroes in á South Africa.	anger
4020	When I failed an exam for which I knew that I had not studied á hard enough.	guilt
4023	During a trivial (friendly) discussion, one of the participants á made an intervention which made me feel uncomfortable.	anger
4028	In a rather important exam, when they caught me red handed á copying.	fear
4029	"When my father addressed me directly and maliciously, thus á including me in the \family war\""."""	anger
4030	When my parents got divorced.	sadness
4031	When I was a child, one day while playing, I fell up to my waist á in mud.	disgust
4033	When I was with a girl who seemed to love me, while I was with á her just to go to bed with her.	guilt
4036	A murder.	anger
4039	I think that I am rather shy and do not mix with people as I á would have liked to, out of shyness.	shame
4040	When I triffled with other people.	guilt
4041	When I was told that I could take a week off and go for a trip á with my friends.	joy
4042	Every time I went home with my school report.	fear
4043	During an argument between friends, one of them accused me of á taking advantage of some other friends who usually come to the á university in my car, saying that I ask them too much money for á the petrol.	anger
4045	A young man was insulting and humiliating a drunken man.	disgust
4047	I was with a girl one night and then did not call her again, á although she had asked me to do so.	guilt
4049	On a trip to Santander we wanted to stop at a curve because a á friend was sick, and the car skidded of the gravel.	fear
